seconds	speed	acc_on	acc_active	acc_gap_setting	acc_set_speed	acc_dist	gps_lat	gps_long	gps_heading	vsl_last_update	vsl_speed	vsl_mode
58151.385	28.72	1	1	3	29.50	0	37.922138000000	-122.31871050000	151.3	16	65	1
58151.433	28.72	1	1	3	29.50	0	37.922138000000	-122.31871050000	151.3	16	65	1
58151.484	28.72	1	1	3	29.50	0	37.922138000000	-122.31871050000	151.3	16	65	1
58151.534	28.72	1	1	3	29.50	0	37.922138000000	-122.31871050000	151.3	16	65	1
58151.585	28.78	1	1	3	29.50	0	37.922092666667	-122.31867900000	151.3	16	65	1
58151.633	28.78	1	1	3	29.50	0	37.922092666667	-122.31867900000	151.3	16	65	1
58151.684	28.69	1	1	3	29.50	0	37.922092666667	-122.31867900000	151.3	16	65	1
58151.734	28.69	1	1	3	29.50	0	37.922092666667	-122.31867900000	151.3	16	65	1
58151.785	28.75	1	1	3	29.50	0	37.922047166667	-122.31864783333	151.6	16	65	1
58151.834	28.75	1	1	3	29.50	0	37.922047166667	-122.31864783333	151.6	16	65	1
58151.884	28.75	1	1	3	29.50	0	37.922047166667	-122.31864783333	151.6	16	65	1
58151.934	28.75	1	1	3	29.50	0	37.922047166667	-122.31864783333	151.6	16	65	1
58151.985	28.78	1	1	3	29.50	0	37.922001666667	-122.31861683333	151.7	16	65	1
58152.034	28.78	1	1	3	29.50	0	37.922001666667	-122.31861683333	151.7	16	65	1
58152.085	28.72	1	1	3	29.50	0	37.922001666667	-122.31861683333	151.7	16	65	1
58152.135	28.72	1	1	3	29.50	0	37.922001666667	-122.31861683333	151.7	16	65	1
58152.186	28.75	1	1	3	29.50	0	37.921956166667	-122.31858600000	151.9	16	65	1
58152.234	28.75	1	1	3	29.50	0	37.921956166667	-122.31858600000	151.9	16	65	1
58152.285	28.72	1	1	3	29.50	0	37.921956166667	-122.31858600000	151.9	16	65	1
58152.335	28.72	1	1	3	29.50	0	37.921956166667	-122.31858600000	151.9	16	65	1
58152.386	28.67	1	1	3	29.50	0	37.921910500000	-122.31855566667	152.3	16	65	1
58152.434	28.67	1	1	3	29.50	0	37.921910500000	-122.31855566667	152.3	16	65	1
58152.485	28.72	1	1	3	29.50	0	37.921910500000	-122.31855566667	152.3	16	65	1
58152.535	28.72	1	1	3	29.50	0	37.921910500000	-122.31855566667	152.3	16	65	1
58152.586	28.78	1	1	3	29.50	0	37.921864666667	-122.31852583333	152.8	16	65	1
58152.634	28.78	1	1	3	29.50	0	37.921864666667	-122.31852583333	152.8	16	65	1
58152.685	28.69	1	1	3	29.50	0	37.921864666667	-122.31852583333	152.8	16	65	1
58152.735	28.69	1	1	3	29.50	0	37.921864666667	-122.31852583333	152.8	16	65	1
58152.786	28.67	1	1	3	29.50	0	37.921818500000	-122.31849666667	153.5	16	65	1
58152.835	28.67	1	1	3	29.50	0	37.921818500000	-122.31849666667	153.5	16	65	1
58152.885	28.64	1	1	3	29.50	0	37.921818500000	-122.31849666667	153.5	16	65	1
58152.935	28.64	1	1	3	29.50	0	37.921818500000	-122.31849666667	153.5	16	65	1
58152.986	28.69	1	1	3	29.50	0	37.921772166667	-122.31846783333	153.9	16	65	1
58153.034	28.69	1	1	3	29.50	0	37.921772166667	-122.31846783333	153.9	16	65	1
58153.085	28.64	1	1	3	29.50	0	37.921772166667	-122.31846783333	153.9	16	65	1
58153.135	28.64	1	1	3	29.50	0	37.921772166667	-122.31846783333	153.9	16	65	1
58153.186	28.67	1	1	3	29.50	0	37.921725833333	-122.31843966667	154.4	16	65	1
58153.235	28.67	1	1	3	29.50	0	37.921725833333	-122.31843966667	154.4	16	65	1
58153.285	28.64	1	1	3	29.50	0	37.921725833333	-122.31843966667	154.4	16	65	1
58153.334	28.64	1	1	3	29.50	0	37.921725833333	-122.31843966667	154.4	16	65	1
58153.385	28.69	1	1	3	29.50	0	37.921679166667	-122.31841183333	154.8	16	65	1
58153.433	28.69	1	1	3	29.50	0	37.921679166667	-122.31841183333	154.8	16	65	1
58153.484	28.72	1	1	3	29.50	0	37.921679166667	-122.31841183333	154.8	16	65	1
58153.534	28.72	1	1	3	29.50	0	37.921679166667	-122.31841183333	154.8	16	65	1
58153.585	28.69	1	1	3	29.50	0	37.921632500000	-122.31838450000	155.2	16	65	1
58153.633	28.69	1	1	3	29.50	0	37.921632500000	-122.31838450000	155.2	16	65	1
58153.684	28.61	1	1	3	29.50	0	37.921632500000	-122.31838450000	155.2	16	65	1
58153.734	28.61	1	1	3	29.50	0	37.921632500000	-122.31838450000	155.2	16	65	1
58153.785	28.64	1	1	3	29.50	0	37.921585666667	-122.31835750000	155.5	16	65	1
58153.833	28.64	1	1	3	29.50	0	37.921585666667	-122.31835750000	155.5	16	65	1
58153.884	28.67	1	1	3	29.50	0	37.921585666667	-122.31835750000	155.5	16	65	1
58153.934	28.67	1	1	3	29.50	0	37.921585666667	-122.31835750000	155.5	16	65	1
58153.985	28.72	1	1	3	29.50	0	37.921538666667	-122.31833100000	156.0	16	65	1
58154.033	28.72	1	1	3	29.50	0	37.921538666667	-122.31833100000	156.0	16	65	1
58154.084	28.67	1	1	3	29.50	0	37.921538666667	-122.31833100000	156.0	16	65	1
58154.134	28.67	1	1	3	29.50	0	37.921538666667	-122.31833100000	156.0	16	65	1
58154.185	28.64	1	1	3	29.50	0	37.921491333333	-122.31830483333	156.4	16	65	1
58154.233	28.64	1	1	3	29.50	0	37.921491333333	-122.31830483333	156.4	16	65	1
58154.284	28.61	1	1	3	29.50	0	37.921491333333	-122.31830483333	156.4	16	65	1
58154.334	28.61	1	1	3	29.50	0	37.921491333333	-122.31830483333	156.4	16	65	1
58154.385	28.72	1	1	3	29.50	0	37.921443833333	-122.31827933333	157.0	16	65	1
58154.433	28.72	1	1	3	29.50	0	37.921443833333	-122.31827933333	157.0	16	65	1
58154.484	28.69	1	1	3	29.50	0	37.921443833333	-122.31827933333	157.0	16	65	1
58154.534	28.69	1	1	3	29.50	0	37.921443833333	-122.31827933333	157.0	16	65	1
58154.585	28.72	1	1	3	29.50	0	37.921396333333	-122.31825416667	157.3	16	65	1
58154.634	28.72	1	1	3	29.50	0	37.921396333333	-122.31825416667	157.3	16	65	1
58154.684	28.67	1	1	3	29.50	0	37.921396333333	-122.31825416667	157.3	16	65	1
58154.734	28.67	1	1	3	29.50	0	37.921396333333	-122.31825416667	157.3	16	65	1
58154.785	28.75	1	1	3	29.50	0	37.921348500000	-122.31822966667	158.0	16	65	1
58154.832	28.75	1	1	3	29.50	0	37.921348500000	-122.31822966667	158.0	16	65	1
58154.884	28.75	1	1	3	29.50	0	37.921348500000	-122.31822966667	158.0	21	65	1
58154.934	28.75	1	1	3	29.50	0	37.921348500000	-122.31822966667	158.0	21	65	1
58154.985	28.78	1	1	3	29.50	0	37.921300500000	-122.31820533333	158.2	21	65	1
58155.033	28.78	1	1	3	29.50	0	37.921300500000	-122.31820533333	158.2	21	65	1
58155.084	28.69	1	1	3	29.50	0	37.921300500000	-122.31820533333	158.2	21	65	1
58155.134	28.69	1	1	3	29.50	0	37.921300500000	-122.31820533333	158.2	21	65	1
58155.185	28.69	1	1	3	29.50	0	37.921252333333	-122.31818166667	158.8	21	65	1
58155.233	28.69	1	1	3	29.50	0	37.921252333333	-122.31818166667	158.8	21	65	1
58155.284	28.72	1	1	3	29.50	0	37.921252333333	-122.31818166667	158.8	21	65	1
58155.334	28.72	1	1	3	29.50	0	37.921252333333	-122.31818166667	158.8	21	65	1
58155.385	28.75	1	1	3	29.50	0	37.921204000000	-122.31815850000	159.3	21	65	1
58155.433	28.75	1	1	3	29.50	0	37.921204000000	-122.31815850000	159.3	21	65	1
58155.484	28.75	1	1	3	29.50	0	37.921204000000	-122.31815850000	159.3	21	65	1
58155.534	28.75	1	1	3	29.50	0	37.921204000000	-122.31815850000	159.3	21	65	1
58155.585	28.78	1	1	3	29.50	0	37.921155500000	-122.31813550000	159.5	21	65	1
58155.633	28.78	1	1	3	29.50	0	37.921155500000	-122.31813550000	159.5	21	65	1
58155.684	28.81	1	1	3	29.50	0	37.921155500000	-122.31813550000	159.5	21	65	1
58155.734	28.81	1	1	3	29.50	0	37.921155500000	-122.31813550000	159.5	21	65	1
58155.785	28.78	1	1	3	29.50	0	37.921106666667	-122.31811316667	160.2	21	65	1
58155.833	28.78	1	1	3	29.50	0	37.921106666667	-122.31811316667	160.2	21	65	1
58155.884	28.78	1	1	3	29.50	0	37.921106666667	-122.31811316667	160.2	21	65	1
58155.934	28.78	1	1	3	29.50	0	37.921106666667	-122.31811316667	160.2	21	65	1
58155.986	28.92	1	1	3	29.50	0	37.921057833333	-122.31809150000	160.7	21	65	1
58156.034	28.92	1	1	3	29.50	0	37.921057833333	-122.31809150000	160.7	21	65	1
58156.084	28.81	1	1	3	29.50	0	37.921057833333	-122.31809150000	160.7	21	65	1
58156.134	28.81	1	1	3	29.50	0	37.921057833333	-122.31809150000	160.7	21	65	1
58156.185	28.81	1	1	3	29.50	0	37.921008833333	-122.31807000000	160.9	21	65	1
58156.233	28.81	1	1	3	29.50	0	37.921008833333	-122.31807000000	160.9	21	65	1
58156.284	28.78	1	1	3	29.50	0	37.921008833333	-122.31807000000	160.9	21	65	1
58156.334	28.78	1	1	3	29.50	0	37.921008833333	-122.31807000000	160.9	21	65	1
58156.385	28.83	1	1	3	29.50	0	37.920959833333	-122.31804900000	161.3	21	65	1
58156.433	28.83	1	1	3	29.50	0	37.920959833333	-122.31804900000	161.3	21	65	1
58156.484	28.78	1	1	3	29.50	0	37.920959833333	-122.31804900000	161.3	21	65	1
58156.534	28.78	1	1	3	29.50	0	37.920959833333	-122.31804900000	161.3	21	65	1
58156.585	28.78	1	1	3	29.50	0	37.920959833333	-122.31804900000	161.3	21	65	1
58156.634	28.78	1	1	3	29.50	0	37.920910666667	-122.31802833333	161.7	21	65	1
58156.684	28.92	1	1	3	29.50	0	37.920910666667	-122.31802833333	161.7	21	65	1
58156.734	28.92	1	1	3	29.50	0	37.920910666667	-122.31802833333	161.7	21	65	1
58156.785	28.78	1	1	3	29.50	0	37.920861333333	-122.31800800000	162.0	21	65	1
58156.833	28.78	1	1	3	29.50	0	37.920861333333	-122.31800800000	162.0	21	65	1
58156.884	28.78	1	1	3	29.50	0	37.920861333333	-122.31800800000	162.0	21	65	1
58156.934	28.78	1	1	3	29.50	0	37.920861333333	-122.31800800000	162.0	21	65	1
58156.985	28.92	1	1	3	29.50	0	37.920812000000	-122.31798800000	162.3	21	65	1
58157.034	28.92	1	1	3	29.50	0	37.920812000000	-122.31798800000	162.3	21	65	1
58157.084	28.83	1	1	3	29.50	0	37.920812000000	-122.31798800000	162.3	21	65	1
58157.134	28.83	1	1	3	29.50	0	37.920812000000	-122.31798800000	162.3	21	65	1
58157.185	28.86	1	1	3	29.50	0	37.920762500000	-122.31796833333	162.6	21	65	1
58157.233	28.86	1	1	3	29.50	0	37.920762500000	-122.31796833333	162.6	21	65	1
58157.284	28.78	1	1	3	29.50	0	37.920762500000	-122.31796833333	162.6	21	65	1
58157.334	28.78	1	1	3	29.50	0	37.920762500000	-122.31796833333	162.6	21	65	1
58157.385	28.78	1	1	3	29.50	0	37.920712833333	-122.31794916667	163.1	21	65	1
58157.433	28.78	1	1	3	29.50	0	37.920712833333	-122.31794916667	163.1	21	65	1
58157.484	28.78	1	1	3	29.50	0	37.920712833333	-122.31794916667	163.1	21	65	1
58157.534	28.78	1	1	3	29.50	0	37.920712833333	-122.31794916667	163.1	21	65	1
58157.585	28.83	1	1	3	29.50	0	37.920663166667	-122.31793066667	163.6	21	65	1
58157.633	28.83	1	1	3	29.50	0	37.920663166667	-122.31793066667	163.6	21	65	1
58157.683	28.83	1	1	3	29.50	0	37.920663166667	-122.31793066667	163.6	21	65	1
58157.733	28.83	1	1	3	29.50	0	37.920663166667	-122.31793066667	163.6	21	65	1
58157.785	28.81	1	1	3	29.50	0	37.920613333333	-122.31791250000	164.0	21	65	1
58157.833	28.81	1	1	3	29.50	0	37.920613333333	-122.31791250000	164.0	21	65	1
58157.884	28.86	1	1	3	29.50	0	37.920613333333	-122.31791250000	164.0	21	65	1
58157.934	28.86	1	1	3	29.50	0	37.920613333333	-122.31791250000	164.0	21	65	1
58157.985	28.78	1	1	3	29.50	0	37.920563500000	-122.31789466667	164.2	21	65	1
58158.033	28.78	1	1	3	29.50	0	37.920563500000	-122.31789466667	164.2	21	65	1
58158.084	28.89	1	1	3	29.50	0	37.920563500000	-122.31789466667	164.2	21	65	1
58158.134	28.89	1	1	3	29.50	0	37.920563500000	-122.31789466667	164.2	21	65	1
58158.185	28.86	1	1	3	29.50	0	37.920513500000	-122.31787733333	164.7	21	65	1
58158.233	28.86	1	1	3	29.50	0	37.920513500000	-122.31787733333	164.7	21	65	1
58158.284	28.83	1	1	3	29.50	0	37.920513500000	-122.31787733333	164.7	21	65	1
58158.334	28.83	1	1	3	29.50	0	37.920513500000	-122.31787733333	164.7	21	65	1
58158.385	28.92	1	1	3	29.50	0	37.920463333333	-122.31786033333	165.0	21	65	1
58158.433	28.92	1	1	3	29.50	0	37.920463333333	-122.31786033333	165.0	21	65	1
58158.484	28.86	1	1	3	29.50	0	37.920463333333	-122.31786033333	165.0	21	65	1
58158.534	28.86	1	1	3	29.50	0	37.920463333333	-122.31786033333	165.0	21	65	1
58158.585	28.86	1	1	3	29.50	0	37.920413000000	-122.31784416667	165.8	21	65	1
58158.634	28.86	1	1	3	29.50	0	37.920413000000	-122.31784416667	165.8	21	65	1
58158.685	28.78	1	1	3	29.50	0	37.920413000000	-122.31784416667	165.8	21	65	1
58158.735	28.78	1	1	3	29.50	0	37.920413000000	-122.31784416667	165.8	21	65	1
58158.786	28.83	1	1	3	29.50	0	37.920362666667	-122.31782850000	166.2	21	65	1
58158.835	28.83	1	1	3	29.50	0	37.920362666667	-122.31782850000	166.2	21	65	1
58158.885	28.92	1	1	3	29.50	0	37.920362666667	-122.31782850000	166.2	21	65	1
58158.935	28.92	1	1	3	29.50	0	37.920362666667	-122.31782850000	166.2	21	65	1
58158.986	28.83	1	1	3	29.50	0	37.920312166667	-122.31781350000	166.8	21	65	1
58159.034	28.83	1	1	3	29.50	0	37.920312166667	-122.31781350000	166.8	21	65	1
58159.085	28.81	1	1	3	29.50	0	37.920312166667	-122.31781350000	166.8	21	65	1
58159.135	28.81	1	1	3	29.50	0	37.920312166667	-122.31781350000	166.8	21	65	1
58159.186	28.81	1	1	3	29.50	0	37.920261500000	-122.31779850000	166.9	21	65	1
58159.235	28.81	1	1	3	29.50	0	37.920261500000	-122.31779850000	166.9	21	65	1
58159.285	28.83	1	1	3	29.50	0	37.920261500000	-122.31779850000	166.9	21	65	1
58159.335	28.83	1	1	3	29.50	0	37.920261500000	-122.31779850000	166.9	21	65	1
58159.386	28.89	1	1	3	29.50	0	37.920211000000	-122.31778416667	167.4	21	65	1
58159.435	28.89	1	1	3	29.50	0	37.920211000000	-122.31778416667	167.4	21	65	1
58159.485	28.92	1	1	3	29.50	0	37.920211000000	-122.31778416667	167.4	21	65	1
58159.535	28.92	1	1	3	29.50	0	37.920211000000	-122.31778416667	167.4	21	65	1
58159.586	28.92	1	1	3	29.50	0	37.920160166667	-122.31777033333	167.9	21	65	1
58159.634	28.92	1	1	3	29.50	0	37.920160166667	-122.31777033333	167.9	21	65	1
58159.685	28.86	1	1	3	29.50	0	37.920160166667	-122.31777033333	167.9	21	65	1
58159.735	28.86	1	1	3	29.50	0	37.920160166667	-122.31777033333	167.9	21	65	1
58159.786	28.92	1	1	3	29.50	0	37.920109166667	-122.31775700000	168.3	21	65	1
58159.834	28.92	1	1	3	29.50	0	37.920109166667	-122.31775700000	168.3	21	65	1
58159.884	28.83	1	1	3	29.50	0	37.920109166667	-122.31775700000	168.3	21	65	1
58159.934	28.83	1	1	3	29.50	0	37.920109166667	-122.31775700000	168.3	26	65	1
58159.985	28.94	1	1	3	29.50	0	37.920058333333	-122.31774400000	168.6	26	65	1
58160.034	28.94	1	1	3	29.50	0	37.920058333333	-122.31774400000	168.6	26	65	1
58160.084	28.89	1	1	3	29.50	0	37.920058333333	-122.31774400000	168.6	26	65	1
58160.134	28.89	1	1	3	29.50	0	37.920058333333	-122.31774400000	168.6	26	65	1
58160.185	28.83	1	1	3	29.50	0	37.920007166667	-122.31773150000	169.1	26	65	1
58160.234	28.83	1	1	3	29.50	0	37.920007166667	-122.31773150000	169.1	26	65	1
58160.284	28.89	1	1	3	29.50	0	37.920007166667	-122.31773150000	169.1	26	65	1
58160.334	28.89	1	1	3	29.50	0	37.920007166667	-122.31773150000	169.1	26	65	1
58160.385	28.89	1	1	3	29.50	0	37.919956166667	-122.31771933333	169.3	26	65	1
58160.433	28.89	1	1	3	29.50	0	37.919956166667	-122.31771933333	169.3	26	65	1
58160.484	28.89	1	1	3	29.50	0	37.919956166667	-122.31771933333	169.3	26	65	1
58160.534	28.89	1	1	3	29.50	0	37.919956166667	-122.31771933333	169.3	26	65	1
58160.585	28.86	1	1	3	29.50	0	37.919905000000	-122.31770800000	170.1	26	65	1
58160.634	28.86	1	1	3	29.50	0	37.919905000000	-122.31770800000	170.1	26	65	1
58160.684	28.92	1	1	3	29.50	0	37.919905000000	-122.31770800000	170.1	26	65	1
58160.734	28.92	1	1	3	29.50	0	37.919905000000	-122.31770800000	170.1	26	65	1
58160.785	28.92	1	1	3	29.50	0	37.919853666667	-122.31769700000	170.4	26	65	1
58160.833	28.92	1	1	3	29.50	0	37.919853666667	-122.31769700000	170.4	26	65	1
58160.884	28.86	1	1	3	29.50	0	37.919853666667	-122.31769700000	170.4	26	65	1
58160.934	28.86	1	1	3	29.50	0	37.919853666667	-122.31769700000	170.4	26	65	1
58160.985	28.86	1	1	3	29.50	0	37.919802333333	-122.31768666667	171.0	26	65	1
58161.033	28.86	1	1	3	29.50	0	37.919802333333	-122.31768666667	171.0	26	65	1
58161.084	28.86	1	1	3	29.50	0	37.919802333333	-122.31768666667	171.0	26	65	1
58161.134	28.86	1	1	3	29.50	0	37.919802333333	-122.31768666667	171.0	26	65	1
58161.185	28.94	1	1	3	29.50	0	37.919751000000	-122.31767700000	171.6	26	65	1
58161.233	28.94	1	1	3	29.50	0	37.919751000000	-122.31767700000	171.6	26	65	1
58161.284	28.92	1	1	3	29.50	0	37.919751000000	-122.31767700000	171.6	26	65	1
58161.334	28.92	1	1	3	29.50	0	37.919751000000	-122.31767700000	171.6	26	65	1
58161.385	28.86	1	1	3	29.50	0	37.919699500000	-122.31766783333	172.0	26	65	1
58161.433	28.86	1	1	3	29.50	0	37.919699500000	-122.31766783333	172.0	26	65	1
58161.484	28.89	1	1	3	29.50	0	37.919699500000	-122.31766783333	172.0	26	65	1
58161.534	28.89	1	1	3	29.50	0	37.919699500000	-122.31766783333	172.0	26	65	1
58161.585	28.92	1	1	3	29.50	0	37.919648000000	-122.31765883333	172.2	26	65	1
58161.633	28.92	1	1	3	29.50	0	37.919648000000	-122.31765883333	172.2	26	65	1
58161.684	28.92	1	1	3	29.50	0	37.919648000000	-122.31765883333	172.2	26	65	1
58161.734	28.92	1	1	3	29.50	0	37.919648000000	-122.31765883333	172.2	26	65	1
58161.785	28.92	1	1	3	29.50	0	37.919596500000	-122.31765050000	172.7	26	65	1
58161.834	28.92	1	1	3	29.50	0	37.919596500000	-122.31765050000	172.7	26	65	1
58161.884	28.83	1	1	3	29.50	0	37.919596500000	-122.31765050000	172.7	26	65	1
58161.934	28.83	1	1	3	29.50	0	37.919596500000	-122.31765050000	172.7	26	65	1
58161.985	28.89	1	1	3	29.50	0	37.919545000000	-122.31764266667	173.2	26	65	1
58162.032	28.89	1	1	3	29.50	0	37.919545000000	-122.31764266667	173.2	26	65	1
58162.084	28.92	1	1	3	29.50	0	37.919545000000	-122.31764266667	173.2	26	65	1
58162.134	28.92	1	1	3	29.50	0	37.919545000000	-122.31764266667	173.2	26	65	1
58162.185	28.86	1	1	3	29.50	0	37.919493333333	-122.31763516667	173.5	26	65	1
58162.233	28.86	1	1	3	29.50	0	37.919493333333	-122.31763516667	173.5	26	65	1
58162.284	28.86	1	1	3	29.50	0	37.919493333333	-122.31763516667	173.5	26	65	1
58162.334	28.86	1	1	3	29.50	0	37.919493333333	-122.31763516667	173.5	26	65	1
58162.385	28.83	1	1	3	29.50	0	37.919441666667	-122.31762833333	174.0	26	65	1
58162.433	28.83	1	1	3	29.50	0	37.919441666667	-122.31762833333	174.0	26	65	1
58162.484	28.89	1	1	3	29.50	0	37.919441666667	-122.31762833333	174.0	26	65	1
58162.531	28.89	1	1	3	29.50	0	37.919441666667	-122.31762833333	174.0	26	65	1
58162.585	28.89	1	1	3	29.50	0	37.919390000000	-122.31762200000	174.5	26	65	1
58162.633	28.89	1	1	3	29.50	0	37.919390000000	-122.31762200000	174.5	26	65	1
58162.684	28.89	1	1	3	29.50	0	37.919390000000	-122.31762200000	174.5	26	65	1
58162.734	28.89	1	1	3	29.50	0	37.919390000000	-122.31762200000	174.5	26	65	1
58162.785	28.83	1	1	3	29.50	0	37.919338333333	-122.31761583333	174.6	26	65	1
58162.833	28.83	1	1	3	29.50	0	37.919338333333	-122.31761583333	174.6	26	65	1
58162.884	28.92	1	1	3	29.50	0	37.919338333333	-122.31761583333	174.6	26	65	1
58162.934	28.92	1	1	3	29.50	0	37.919338333333	-122.31761583333	174.6	26	65	1
58162.985	28.89	1	1	3	29.50	0	37.919286666667	-122.31761033333	175.2	26	65	1
58163.033	28.89	1	1	3	29.50	0	37.919286666667	-122.31761033333	175.2	26	65	1
58163.084	28.83	1	1	3	29.50	0	37.919286666667	-122.31761033333	175.2	26	65	1
58163.133	28.81	1	1	3	29.50	0	37.919286666667	-122.31761033333	175.2	26	65	1
58163.185	28.81	1	1	3	29.50	0	37.919234833333	-122.31760533333	175.6	26	65	1
58163.234	28.81	1	1	3	29.50	0	37.919234833333	-122.31760533333	175.6	26	65	1
58163.284	28.86	1	1	3	29.50	0	37.919234833333	-122.31760533333	175.6	26	65	1
58163.334	28.86	1	1	3	29.50	0	37.919234833333	-122.31760533333	175.6	26	65	1
58163.385	28.83	1	1	3	29.50	0	37.919183166667	-122.31760066667	175.9	26	65	1
58163.433	28.83	1	1	3	29.50	0	37.919183166667	-122.31760066667	175.9	26	65	1
58163.484	28.86	1	1	3	29.50	0	37.919183166667	-122.31760066667	175.9	26	65	1
58163.534	28.86	1	1	3	29.50	0	37.919183166667	-122.31760066667	175.9	26	65	1
58163.584	28.83	1	1	3	29.50	0	37.919131333333	-122.31759633333	176.2	26	65	1
58163.633	28.83	1	1	3	29.50	0	37.919131333333	-122.31759633333	176.2	26	65	1
58163.684	28.81	1	1	3	29.50	0	37.919131333333	-122.31759633333	176.2	26	65	1
58163.734	28.81	1	1	3	29.50	0	37.919131333333	-122.31759633333	176.2	26	65	1
58163.785	28.81	1	1	3	29.50	0	37.919131333333	-122.31759633333	176.2	26	65	1
58163.834	28.81	1	1	3	29.50	0	37.919079666667	-122.31759250000	176.7	26	65	1
58163.884	28.86	1	1	3	29.50	0	37.919079666667	-122.31759250000	176.7	26	65	1
58163.934	28.86	1	1	3	29.50	0	37.919079666667	-122.31759250000	176.7	26	65	1
58163.985	28.81	1	1	3	29.50	0	37.919027833333	-122.31758900000	177.0	26	65	1
58164.033	28.81	1	1	3	29.50	0	37.919027833333	-122.31758900000	177.0	26	65	1
58164.084	28.81	1	1	3	29.50	0	37.919027833333	-122.31758900000	177.0	26	65	1
58164.134	28.81	1	1	3	29.50	0	37.919027833333	-122.31758900000	177.0	26	65	1
58164.185	28.81	1	1	3	29.50	0	37.918976166667	-122.31758583333	177.2	26	65	1
58164.233	28.81	1	1	3	29.50	0	37.918976166667	-122.31758583333	177.2	26	65	1
58164.284	28.83	1	1	3	29.50	0	37.918976166667	-122.31758583333	177.2	26	65	1
58164.334	28.83	1	1	3	29.50	0	37.918976166667	-122.31758583333	177.2	26	65	1
58164.385	28.75	1	1	3	29.50	0	37.918924333333	-122.31758300000	177.5	26	65	1
58164.433	28.75	1	1	3	29.50	0	37.918924333333	-122.31758300000	177.5	26	65	1
58164.484	28.75	1	1	3	29.50	0	37.918924333333	-122.31758300000	177.5	26	65	1
58164.534	28.75	1	1	3	29.50	0	37.918924333333	-122.31758300000	177.5	26	65	1
58164.585	28.72	1	1	3	29.50	0	37.918872666667	-122.31758066667	178.0	26	65	1
58164.633	28.72	1	1	3	29.50	0	37.918872666667	-122.31758066667	178.0	26	65	1
58164.684	28.78	1	1	3	29.50	0	37.918872666667	-122.31758066667	178.0	26	65	1
58164.734	28.78	1	1	3	29.50	0	37.918872666667	-122.31758066667	178.0	26	65	1
58164.785	28.81	1	1	3	29.50	0	37.918820833333	-122.31757850000	178.1	26	65	1
58164.833	28.81	1	1	3	29.50	0	37.918820833333	-122.31757850000	178.1	26	65	1
58164.884	28.78	1	1	3	29.50	0	37.918820833333	-122.31757850000	178.1	26	65	1
58164.934	28.78	1	1	3	29.50	0	37.918820833333	-122.31757850000	178.1	1	65	1
58164.985	28.78	1	1	3	29.50	0	37.918769166667	-122.31757683333	178.5	1	65	1
58165.033	28.78	1	1	3	29.50	0	37.918769166667	-122.31757683333	178.5	1	65	1
58165.084	28.75	1	1	3	29.50	0	37.918769166667	-122.31757683333	178.5	1	65	1
58165.135	28.75	1	1	3	29.50	0	37.918769166667	-122.31757683333	178.5	1	65	1
58165.186	28.81	1	1	3	29.50	0	37.918717500000	-122.31757533333	178.7	1	65	1
58165.234	28.81	1	1	3	29.50	0	37.918717500000	-122.31757533333	178.7	1	65	1
58165.285	28.83	1	1	3	29.50	0	37.918717500000	-122.31757533333	178.7	1	65	1
58165.335	28.83	1	1	3	29.50	0	37.918717500000	-122.31757533333	178.7	1	65	1
58165.386	28.81	1	1	3	29.50	0	37.918665666667	-122.31757416667	179.0	1	65	1
58165.434	28.81	1	1	3	29.50	0	37.918665666667	-122.31757416667	179.0	1	65	1
58165.485	28.75	1	1	3	29.50	0	37.918665666667	-122.31757416667	179.0	1	65	1
58165.535	28.75	1	1	3	29.50	0	37.918665666667	-122.31757416667	179.0	1	65	1
58165.586	28.78	1	1	3	29.50	0	37.918613833333	-122.31757333333	179.3	1	65	1
58165.635	28.78	1	1	3	29.50	0	37.918613833333	-122.31757333333	179.3	1	65	1
58165.685	28.81	1	1	3	29.50	0	37.918613833333	-122.31757333333	179.3	1	65	1
58165.735	28.81	1	1	3	29.50	0	37.918613833333	-122.31757333333	179.3	1	65	1
58165.786	28.83	1	1	3	29.50	0	37.918562166667	-122.31757283333	179.6	1	65	1
58165.834	28.83	1	1	3	29.50	0	37.918562166667	-122.31757283333	179.6	1	65	1
58165.885	28.78	1	1	3	29.50	0	37.918562166667	-122.31757283333	179.6	1	65	1
58165.935	28.78	1	1	3	29.50	0	37.918562166667	-122.31757283333	179.6	1	65	1
58165.986	28.78	1	1	3	29.50	0	37.918510333333	-122.31757233333	179.6	1	65	1
58166.034	28.78	1	1	3	29.50	0	37.918510333333	-122.31757233333	179.6	1	65	1
58166.085	28.81	1	1	3	29.50	0	37.918510333333	-122.31757233333	179.6	1	65	1
58166.135	28.81	1	1	3	29.50	0	37.918510333333	-122.31757233333	179.6	1	65	1
58166.186	28.81	1	1	3	29.50	0	37.918458500000	-122.31757200000	179.7	1	65	1
58166.234	28.81	1	1	3	29.50	0	37.918458500000	-122.31757200000	179.7	1	65	1
58166.285	28.83	1	1	3	29.50	0	37.918458500000	-122.31757200000	179.7	1	65	1
58166.335	28.83	1	1	3	29.50	0	37.918458500000	-122.31757200000	179.7	1	65	1
58166.385	28.78	1	1	3	29.50	0	37.918406666667	-122.31757183333	179.9	1	65	1
58166.433	28.78	1	1	3	29.50	0	37.918406666667	-122.31757183333	179.9	1	65	1
